ns1:natOp;Marca;Produto;ns1:uCom;Quantitade;Valor Unitario;ns1:vProd
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Tempero Amazonico - 40g - Terramazonia;UN;1;28,24;28,24
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;35,55;35,55
Venda de mercadorias;;Geleia de Maracuja com Pimenta - 240g - Terramazonia;UN;1;36,36;36,36
Venda de mercadorias;;Farofa sabor tradicional - 300 g -  Farofa da Amazonia;UN;1;33,52;33,52
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;38,08;38,08
Venda de mercadorias;;Guarana Organico em Capsulas vegetais - Damazonia Origens;UN;1;56,32;56,32
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;43,01;43,01
Venda de mercadorias;;Oleo Essencial de Breu Branco - Simbioze - 10 ml;UN;1;99,1;99,1
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants;UN;1;40,96;40,96
Venda de mercadorias;;Castanha do Brasil - 125g - Floresta em pe;Un;1;13,81;13,81
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Tempero Amazonico - 40g - Terramazonia;UN;1;28,24;28,24
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;35,55;35,55
Venda de mercadorias;;Geleia de Maracuja com Pimenta - 240g - Terramazonia;UN;1;36,36;36,36
Venda de mercadorias;;Farofa sabor tradicional - 300 g -  Farofa da Amazonia;UN;1;33,52;33,52
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;38,08;38,08
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;2;15,6;31,2
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;2;37,45;74,9
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;2;16,72;33,44
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;2;17,83;35,66
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;2;13,37;26,74
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;2;5,35;10,7
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Colar Ponteia;UN;1;1;1
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;1;1
Venda de mercadorias;;FOLHA DE VITORIA REGIA EM LATEX ORGANICO;UN;1;1;1
Venda de mercadorias;;Urutu de aruma Baniwa M;und;1;1;1
Venda de mercadorias;;Pulseira Ponteia;UN;1;1;1
Venda de mercadorias;;SANDALIA DE DEDO SERINGO - BORRACHA NATURAL ORGANICA;UN;1;1;1
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;40;40
Venda de mercadorias;;Granola Tapioca 200g - Manioca;und;1;18,9;18,9
Venda de mercadorias;;Hidrolato de Breu 1 litro - (Protium Sp.);kg;5;70;350
Venda de mercadorias;;OLEO ESSENCIAL DE BREU;LT;2;1300;2600
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;18,75;18,75
Venda de mercadorias;;Castanha do Brasil - 125g - Floresta em pe;Un;1;13,5;13,5
Venda de mercadorias;;Granola Tapioca 200g - Manioca;und;2;18,9;37,8
Venda de mercadorias;;Farofa sabor tradicional - 300 g -  Farofa da Amazonia;UN;1;16,5;16,5
Venda de mercadorias;;FARINHA DE TAPIOCA NATURUS 500GR;Kg;1;30;30
Venda de mercadorias;;Acai em po - 200g - Terramazonia;UN;1;33;33
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants;UN;1;40;40
Venda de mercadorias;;KIT 6 Geleias 40g;UN;1;80;80
Venda de mercadorias;;Geleia Light de Cupuacu com Castanha - 240g - Terramazonia;UN;2;17,9;35,8
Venda de mercadorias;;Doce em corte de Umbu Organico;und;1;12;12
Venda de mercadorias;;Geleia de Maracuja com Pimenta - 240g - Terramazonia;UN;1;17,9;17,9
Venda de mercadorias;;Granola Tapioca 200g - Manioca;und;1;18,9;18,9
Venda de mercadorias;;Tucupi Amarelo 1L  - Manioca;und;1;35;35
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;20;20
Venda de mercadorias;;KIT 6 Geleias 40g;UN;1;80;80
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants;UN;1;40;40
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;40;40
Venda de mercadorias;;CHOCOLATE JARI - 65% CACAU - De Mendes;UN;1;18,75;18,75
Venda de mercadorias;;CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes;UN;1;18,75;18,75
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants;UN;2;40;80
Venda de mercadorias;;Guarana Organico em Capsulas vegetais - Damazonia Origens;UN;1;55;55
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Guarana Organico em Capsulas vegetais - Damazonia Origens;UN;1;55;55
Venda de mercadorias;;Tempero Amazonico - 40g - Terramazonia;UN;1;28,24;28,24
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;35,55;35,55
Venda de mercadorias;;Geleia de Maracuja com Pimenta - 240g - Terramazonia;UN;1;36,36;36,36
Venda de mercadorias;;Farofa sabor tradicional - 300 g -  Farofa da Amazonia;UN;1;33,52;33,52
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;38,08;38,08
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;28,22;28,22
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;59,27;59,27
Venda de mercadorias;;Granola Tapioca 200g - Manioca;und;1;26,67;26,67
Venda de mercadorias;;Acai em po - 200g - Terramazonia;UN;1;46,57;46,57
Venda de mercadorias;;Geleia Light de Cupuacu com Castanha - 240g - Terramazonia;UN;1;25,27;25,27
Venda de mercadorias;;Oleo Essencial de Breu Branco - Simbioze - 10 ml;UN;1;96,78;96,78
Venda de mercadorias;;Tempero Amazonico - 40g - Terramazonia;UN;1;28,24;28,24
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;35,55;35,55
Venda de mercadorias;;Geleia de Maracuja com Pimenta - 240g - Terramazonia;UN;1;36,36;36,36
Venda de mercadorias;;Farofa sabor tradicional - 300 g -  Farofa da Amazonia;UN;1;33,52;33,52
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;38,08;38,08
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;10;22,94;229,4
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;10;55,06;550,6
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;10;24,58;245,8
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;10;26,22;262,2
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;10;19,66;196,6
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;10;7,86;78,6
Venda de mercadorias;;Colar Ponteia;UN;5;82,54;412,7
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;5;11,61;58,05
Venda de mercadorias;;FOLHA DE VITORIA REGIA EM LATEX ORGANICO;UN;5;27,51;137,55
Venda de mercadorias;;Balaio de aruma 25cm;und;5;63,84;319,2
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;6;28,22;169,32
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;6;59,27;355,62
Venda de mercadorias;;Granola Tapioca 200g - Manioca;und;6;26,67;160,02
Venda de mercadorias;;Acai em po - 200g - Terramazonia;UN;6;46,57;279,42
Venda de mercadorias;;Geleia Light de Cupuacu com Castanha - 240g - Terramazonia;UN;6;25,27;151,62
Venda de mercadorias;;Tempero Amazonico - 40g - Terramazonia;UN;7;28,24;197,68
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;7;35,55;248,85
Venda de mercadorias;;Geleia de Maracuja com Pimenta - 240g - Terramazonia;UN;7;36,36;254,52
Venda de mercadorias;;Farofa sabor tradicional - 300 g -  Farofa da Amazonia;UN;7;33,52;234,64
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;7;38,08;266,56
Venda de mercadorias;;Guarana Organico em Capsulas vegetais - Damazonia Origens;UN;2;56,32;112,64
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;2;43,01;86,02
Venda de mercadorias;;Oleo Essencial de Breu Branco - Simbioze - 10 ml;UN;2;99,1;198,2
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants;UN;2;40,96;81,92
Venda de mercadorias;;Castanha do Brasil - 125g - Floresta em pe;Un;2;13,81;27,62
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;28,22;28,22
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;59,27;59,27
Venda de mercadorias;;Granola Tapioca 200g - Manioca;und;1;26,67;26,67
Venda de mercadorias;;Acai em po - 200g - Terramazonia;UN;1;46,57;46,57
Venda de mercadorias;;Geleia Light de Cupuacu com Castanha - 240g - Terramazonia;UN;1;25,27;25,27
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants;UN;1;40;40
Venda de mercadorias;;Tempero Amazonico - 40g - Terramazonia;UN;1;28,24;28,24
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;35,55;35,55
Venda de mercadorias;;Geleia de Maracuja com Pimenta - 240g - Terramazonia;UN;1;36,36;36,36
Venda de mercadorias;;Farofa sabor tradicional - 300 g -  Farofa da Amazonia;UN;1;33,52;33,52
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;38,08;38,08
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;20;20
Venda de mercadorias;;CERVEJA UMBU BELGIAN PALE ALE 500ML;UN;1;21,6;21,6
Venda de mercadorias;;CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes;UN;1;18,75;18,75
Venda de mercadorias;;Granola Tapioca 200g - Manioca;und;1;18,9;18,9
Venda de mercadorias;;SANDALIA DE DEDO SERINGO - BORRACHA NATURAL ORGANICA;UN;1;50;50
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants;UN;1;40;40
Venda de mercadorias;;Oleo de Copaiba - Simbioze;UN;1;39;39
Venda de mercadorias;;Camu Camu em po -  200g -  Terramazonia;UN;1;37,5;37,5
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;42;42
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;40;40
Venda de mercadorias;;Tempero Amazonico - 40g - Terramazonia;UN;1;28,24;28,24
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;35,55;35,55
Venda de mercadorias;;Geleia de Maracuja com Pimenta - 240g - Terramazonia;UN;1;36,36;36,36
Venda de mercadorias;;Farofa sabor tradicional - 300 g -  Farofa da Amazonia;UN;1;33,52;33,52
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;38,08;38,08
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;15,6;15,6
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;37,45;37,45
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;16,72;16,72
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;17,83;17,83
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;13,37;13,37
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;5,35;5,35
Venda de mercadorias;;Tucupi Amarelo 1L  - Manioca;und;1;35;35
Venda de mercadorias;;FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG;Kg;1;18;18
Venda de mercadorias;;FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG;Kg;1;18;18
Venda de mercadorias;;Farofa sabor tradicional - 300 g -  Farofa da Amazonia;UN;1;16,5;16,5
Venda de mercadorias;;Tucupi Amarelo 1L  - Manioca;und;2;35;70
Venda de mercadorias;;COMPOTA ORGANICA DE UMBU 630G;UN;1;12,5;12,5
Venda de mercadorias;;Tempero Amazonico - 40g - Terramazonia;UN;1;28,24;28,24
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;35,55;35,55
Venda de mercadorias;;Geleia de Maracuja com Pimenta - 240g - Terramazonia;UN;1;36,36;36,36
Venda de mercadorias;;Farofa sabor tradicional - 300 g -  Farofa da Amazonia;UN;1;33,52;33,52
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;38,08;38,08
Venda de mercadorias;;Tempero Amazonico - 40g - Terramazonia;UN;1;28,24;28,24
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;35,55;35,55
Venda de mercadorias;;Geleia de Maracuja com Pimenta - 240g - Terramazonia;UN;1;36,36;36,36
Venda de mercadorias;;Farofa sabor tradicional - 300 g -  Farofa da Amazonia;UN;1;33,52;33,52
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;38,08;38,08
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants;UN;1;40;40
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants;UN;1;40;40
Venda de mercadorias;;Argila Branca da Amazonia + Cupuacu Bio 50 g  - Simbioze;UN;1;33;33
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 300G;UN;2;53;106
Venda de mercadorias;;Oleo de Copaiba - Simbioze;UN;1;35;35
Venda de mercadorias;;Geleia de Cacau com Cumaru - 130g;UN;1;18,8;18,8
Venda de mercadorias;;Geleia de Abacaxi com Pimenta - 240g -  Terramazonia;UN;1;17,9;17,9
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;25;25
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;20;20
Venda de mercadorias;;Tucupi Amarelo 1L  - Manioca;und;1;35;35
Venda de mercadorias;;Guarana Organico em Capsulas vegetais - Damazonia Origens;UN;4;55;220
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;22,94;22,94
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;55,06;55,06
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;24,58;24,58
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;26,22;26,22
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;19,66;19,66
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;7,86;7,86
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;22,94;22,94
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;55,06;55,06
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;24,58;24,58
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;26,22;26,22
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;19,66;19,66
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;7,86;7,86
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;22,94;22,94
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;55,06;55,06
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes;UN;1;24,58;24,58
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;26,22;26,22
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;19,66;19,66
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO 50G;UN;1;7,86;7,86
Venda de mercadorias;;Guarana Organico em Capsulas vegetais - Damazonia Origens;UN;1;55;55
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;22,94;22,94
