ns1:natOp;Marca;Produto;ns1:uCom;Quantitade;Valor Unitario;ns1:vProd
Venda de mercadorias;;Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21;und;10;16,2;162
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;6;54;324
Venda de mercadorias;;Everyday Powercoffee - 150g - Terramazonia;UN;6;54;324
Venda de mercadorias;;Chocolate 72% Cacau com Cupuacu - 43g- Nakau;UN;10;12,6;126
Venda de mercadorias;;Geleia de Cupuacu - 130g - Manioca;UN;8;22,5;180
Venda de mercadorias;;Geleia de Jambu 130g - Manioca;und;6;22,5;135
Venda de mercadorias;;Chocolate  63% Cacau - 80g - Nakau;und;1;19;19
Venda de mercadorias;;Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21;und;1;18;18
Venda de mercadorias;;Geleia de Cupuacu - 130g - Manioca;UN;1;25;25
Venda de mercadorias;;Geleia de Cacau com Cumaru - 130g  Lote 68035 Val 03/08/21;UN;1;18,8;18,8
Venda de mercadorias;;Pulseira Ubuntu Cor:Preta;UN;1;19,9;19,9
Venda de mercadorias;;Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21;Un;7;20;140
Venda de mercadorias;;Cafe de Acai 250g - Raizes do Acai;UN;5;14,9;74,5
Venda de mercadorias;;Bala de Goma Mix - 108g - Manawara;un;1;19,9;19,9
Venda de mercadorias;;Cafe de Acai 250g - Raizes do Acai;UN;1;14,9;14,9
Venda de mercadorias;;Conserva Flor de jambu - 200g - Deveras;UN;1;22,5;22,5
Venda de mercadorias;;Bala de Goma  Cupuacu - 108g - Manawara;un;1;19,9;19,9
Venda de mercadorias;;Molho de Pimenta Cumari com Tucupi - 60 ml - Manioca;UN;1;1;1
Venda de mercadorias;;Cafe de Acai 250g - Raizes do Acai;UN;2;14,9;29,8
Venda de mercadorias;;Bala de Goma Mix - 108g - Manawara;un;2;19,9;39,8
Venda de mercadorias;;Bala de Goma  Cupuacu - 108g - Manawara;un;1;19,9;19,9
Venda de mercadorias;;Molho de Pimenta Cumari com Chicoria - 60 ml - Manioca;UN;1;18;18
Venda de mercadorias;;Chocolate Nakau 81% Cacau 40g;UN;1;15;15
Venda de mercadorias;;Bala de Goma Mix - 108g - Manawara;un;1;19,9;19,9
Venda de mercadorias;;Cafe de Acai 250g - Raizes do Acai;UN;2;14,9;29,8
Venda de mercadorias;;Bala de Goma  Cupuacu - 108g - Manawara;un;2;19,9;39,8
Venda de mercadorias;;Geleia de Priprioca 130g - Manioca;und;2;25;50
Venda de mercadorias;;Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21;und;2;18,9;37,8
Venda de mercadorias;;Chocolate 72% Cacau com Cupuacu - 43g- Nakau;UN;1;16,5;16,5
Venda de mercadorias;;Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21;und;1;18;18
Venda de mercadorias;;Everyday Powercoffee - 150g - Terramazonia;UN;1;60;60
Venda de mercadorias;;Bala de Goma Mix - 108g - Manawara;un;1;19,9;19,9
Venda de mercadorias;;Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21;und;1;18,9;18,9
Venda de mercadorias;;Chocolate  63% Cacau - 80g - Nakau;und;1;19;19
Venda de mercadorias;;Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21;und;1;18;18
Venda de mercadorias;;Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21;Un;1;13,5;13,5
Venda de mercadorias;;Geleia de Cacau com Cumaru - 130g  Lote 68035 Val 03/08/21;UN;1;18,8;18,8
Venda de mercadorias;;Bala de Goma Mix - 108g - Manawara;un;1;19,9;19,9
Venda de mercadorias;;Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21;und;1;18,9;18,9
Venda de mercadorias;;Chocolate  63% Cacau - 80g - Nakau;und;1;19;19
Venda de mercadorias;;Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21;und;1;18;18
Venda de mercadorias;;Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21;Un;1;13,5;13,5
Venda de mercadorias;;Geleia de Cacau com Cumaru - 130g  Lote 68035 Val 03/08/21;UN;1;18,8;18,8
Venda de mercadorias;;Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21;und;1;18,9;18,9
Venda de mercadorias;;Chocolate  63% Cacau - 80g - Nakau;und;1;19;19
Venda de mercadorias;;Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21;und;1;18;18
Venda de mercadorias;;Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21;Un;1;13,5;13,5
Venda de mercadorias;;Geleia de Cacau com Cumaru - 130g  Lote 68035 Val 03/08/21;UN;1;18,8;18,8
Venda de mercadorias;;Bala de Goma  Cupuacu - 108g - Manawara;un;1;19,9;19,9
Venda de mercadorias;;Farinha de Cara Roxo - 200g - Terramazonia Superplants  Lote 250 Val 06/22;UN;3;32;96
Venda de mercadorias;;Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21;und;2;18,9;37,8
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;60;60
Venda de mercadorias;;Feijao Manteiguinha - 500g - Manioca;UN;1;18,5;18,5
Venda de mercadorias;;Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21;Un;2;13,5;27
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;32;32
Venda de mercadorias;;Oleo de Copaiba Inatu 30ml;UN;1;38;38
Venda de mercadorias;;Oleo Essencial de Breu Branco Inatu 10ml;UN;1;86,25;86,25
Venda de mercadorias;;Everyday Imunne 150g - Terramazonia;UN;1;60;60
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Balaio Baniwa 20cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Balaio Baniwa 20cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Balaio Baniwa 20cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Balaio Baniwa 20cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Balaio Baniwa 20cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Balaio Baniwa 20cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Bala de Goma Mix - 108g - Manawara;un;2;19,9;39,8
Venda de mercadorias;;Bala de Goma  Cupuacu - 108g - Manawara;un;2;19,9;39,8
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Balaio Baniwa 20cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;Oleo de Copaiba Inatu 30ml;UN;1;38;38
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Urutu Baniwa - 30 cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;Oleo de Copaiba Inatu 30ml;UN;1;38;38
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Urutu Baniwa - 30 cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;Oleo de Copaiba Inatu 30ml;UN;1;38;38
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Urutu Baniwa - 30 cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;38;38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;9;18
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Xoto Yanomami pq - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Balaio Baniwa 20cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Urutu PQ Clarinho - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Balaio Baniwa 20cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Balaio Baniwa 20cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Xoto Yanomami pq - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Xoto Yanomami pq - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;Oleo de Copaiba Inatu 30ml;UN;1;38;38
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Cesto Paiter Surui - 12 cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Urutu Ticuna 16 cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Bala de Goma Mix - 108g - Manawara;un;3;19,9;59,7
Venda de mercadorias;;Cachaca de Jambu Tradicional  - 750ml - Genuina;UN;2;58,5;117
Venda de mercadorias;;Cachaca de Jambu com Cupuacu - 750ml - Genuina;UN;2;63;126
Venda de mercadorias;;Chocolate Nakau 54% Cacau 40g;UN;3;13,5;40,5
Venda de mercadorias;;Chocolate Nakau 63% Cacau com Castanha da Amazonia 43g;UN;3;13,95;41,85
Venda de mercadorias;;Chocolate 72% Cacau com Cupuacu - 43g- Nakau;UN;3;13,95;41,85
Venda de mercadorias;;Chocolate Nakau 63% Cacau com Cafe Apui 40g;UN;3;13,95;41,85
Venda de mercadorias;;Chocolate Nakau 72% Cacau com Pimenta Baniwa 40g;UN;3;13,95;41,85
Venda de mercadorias;;Cafe de Acai 250g - Raizes do Acai;UN;4;12,08;48,32
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;Oleo de Copaiba Inatu 30ml;UN;1;38;38
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Urutu Baniwa - 30 cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Urutu Baniwa P - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Urutu Ticuna 16 cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Urutu Baniwa P - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;Oleo de Copaiba Inatu 30ml;UN;1;38;38
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Urutu Baniwa - 30 cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;Oleo de Copaiba Inatu 30ml;UN;1;38;38
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Xoto Yanomami pq - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;Oleo de Copaiba Inatu 30ml;UN;1;38;38
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Urutu Baniwa - 30 cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;Oleo de Copaiba Inatu 30ml;UN;1;38;38
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Urutu Baniwa - 30 cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;Oleo de Copaiba Inatu 30ml;UN;1;38;38
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Urutu Baniwa - 30 cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;Oleo de Copaiba Inatu 30ml;UN;1;38;38
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Urutu Baniwa - 30 cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;Oleo de Copaiba Inatu 30ml;UN;1;38;38
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Urutu Baniwa - 30 cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Cafe de Acai 250g - Raizes do Acai;UN;1;19,9;19,9
Venda de mercadorias;;Cafe de Acai 250g - Raizes do Acai;UN;1;19,9;19,9
Venda de mercadorias;;Cachaca de Jambu Tradicional  - 750ml - Genuina;UN;1;65;65
Venda de mercadorias;;Mel de Abelha sem Ferrao - 150g - Peabiru :Curuca;UN;1;42;42
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Urutu Baniwa - 30 cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Urutu Baniwa - 30 cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Molho de Pimenta Cumari com Chicoria - 60 ml - Manioca;UN;2;18;36
Venda de mercadorias;;Puxuri - 15 g - Manioca;UN;1;14,8;14,8
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;38;38
Venda de mercadorias;;Balaio Baniwa 20cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Oleo de Andiroba - 30ml- Inatu;UN;1;32;32
Venda de mercadorias;;Oleo de Copaiba Inatu 30ml;UN;1;38;38
Venda de mercadorias;;Guarana em po Terramazonia Lote:226 Val 04/22;UN;1;33;33
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
Venda de mercadorias;;Oleo de Copaiba Inatu 30ml;UN;1;38;38
Venda de mercadorias;;FOLHAS DA SERINGUEIRA EM LATEX ORGANICO;UN;2;8;16
Venda de mercadorias;;Urutu Ticuna 13 cm - Urucuna;PC;1;65;65
Venda de mercadorias;;Kit 3 Geleias - 40g - Manioca;UN;1;40;40
Venda de mercadorias;;Pulseira Ponteia - cores variadas cores variadas;UN;1;30,38;30,38
Venda de mercadorias;;Chocolate Nakau 63% Cacau 80g;und;1;15;15
Venda de mercadorias;;Everyday Relax  - 150g - Terramazonia;UN;1;30;30
