,ns1:natOp,Marca_x,Produto,ns1:uCom,Quantitade,Valor Unitario,ns1:vProd,Marca_y,Index
3058,Venda de mercadorias,,Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21,Un,1,"13,5","13,5",Floresta em Pé,175.0
3059,Venda de mercadorias,,Chocolate  63% Cacau - 80g - Nakau,und,1,19,19,Nakau,287.0
3060,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21,und,1,"18,9","18,9",Manioca,248.0
3061,Venda de mercadorias,,AMENDOA DE CACAU PREMIUM C/ ACUCAR MASCAVO 120G,UN,1,"18,9","18,9",Cacau Way,14.0
3062,Venda de mercadorias,,Geleia de Jambu 130g - Manioca  Val 19/10/21,Un,1,"17,9","17,9",Manioca,231.0
3063,Venda de mercadorias,,Geleia Camu-camu -150g - Deveras,UN,1,"21,9","21,9",De Veras,149.0
3064,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,15,15,Nakau,296.0
3065,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,15,15,Nakau,296.0
3066,Venda de mercadorias,,Mel de Abelha sem Ferrao - 150g - Peabiru :Curuca,UN,1,42,42,Peabiru,360.0
3067,Venda de mercadorias,,Mel de Abelha sem Ferrao - 150g - Peabiru :Curuca,UN,1,42,42,Peabiru,360.0
3068,Venda de mercadorias,,AMENDOA DE CACAU PREMIUM C/ ACUCAR MASCAVO 120G,UN,1,17,17,Cacau Way,14.0
3069,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,15,15,Nakau,296.0
3070,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,18,18,Café Apuí,20.0
3071,Venda de mercadorias,,Tucupi amarelo - 300 ml - Manioca,UN,1,"19,9","19,9",Manioca,269.0
3072,Venda de mercadorias,,Mel de Abelha sem Ferrao - 150g - Peabiru :Almerim,UN,1,42,42,Peabiru,358.0
3073,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,12,12,Café Apuí,20.0
3074,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21,und,1,"18,9","18,9",Manioca,248.0
3075,Venda de mercadorias,,Mel de Abelha sem Ferrao - 150g - Peabiru :Almerim,UN,1,42,42,Peabiru,358.0
3076,Venda de mercadorias,,TABLETE ARTESANAL CHOCOLATE PREMIUM AMARGO 65% 20G,UN,1,"5,1","5,1",Cacau Way,16.0
3077,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,12,12,Café Apuí,20.0
3078,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21,und,1,"18,9","18,9",Manioca,248.0
3079,Venda de mercadorias,,Mel de Abelha sem Ferrao - 150g - Peabiru :Almerim,UN,1,42,42,Peabiru,358.0
3080,Venda de mercadorias,,TABLETE ARTESANAL CHOCOLATE PREMIUM AMARGO 65% 20G,UN,1,"5,1","5,1",Cacau Way,16.0
3081,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,12,12,Café Apuí,20.0
3082,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21,und,1,"18,9","18,9",Manioca,248.0
3083,Venda de mercadorias,,Mel de Abelha sem Ferrao - 150g - Peabiru :Almerim,UN,1,42,42,Peabiru,358.0
3084,Venda de mercadorias,,TABLETE ARTESANAL CHOCOLATE PREMIUM AMARGO 65% 20G,UN,1,"5,1","5,1",Cacau Way,16.0
3085,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,15,15,Nakau,296.0
3086,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,15,15,Nakau,296.0
3087,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,15,15,Nakau,296.0
3088,Venda de mercadorias,,TABLETE ARTESANAL CHOCOLATE PREMIUM AMARGO 65% 20G,UN,1,"5,1","5,1",Cacau Way,16.0
3089,Venda de mercadorias,,TABLETE ARTESANAL CHOCOLATE PREMIUM AMARGO 65% 20G,UN,1,"5,1","5,1",Cacau Way,16.0
3090,Venda de mercadorias,,Mel de Abelha sem Ferrao - 150g - Peabiru :Almerim,UN,2,42,84,Peabiru,358.0
3091,Venda de mercadorias,,Mel de Abelha sem Ferrao - 150g - Peabiru :Barreirinha,UN,2,42,84,Peabiru,359.0
3092,Venda de mercadorias,,Mel de Abelha sem Ferrao - 150g - Peabiru :Curuca,UN,2,42,84,Peabiru,360.0
3093,Venda de mercadorias,,MANGA POLPA PAST. BR 10 KG,KG,2,"82,2","164,4",Ricaeli,377.0
3094,Venda de mercadorias,,CUPUACU POLPA PAST. BR 10KG,KG,10,186,1860,Manioca,212.0
3095,Venda de mercadorias,,Mel de Abelha sem Ferrao - 150g - Peabiru :Barreirinha,UN,1,42,42,Peabiru,359.0
3096,Venda de mercadorias,,Mel de Abelha sem Ferrao - 150g - Peabiru :Curuca,UN,1,42,42,Peabiru,360.0
3097,Venda de mercadorias,,Mel de Abelha sem Ferrao - 150g - Peabiru :Almerim,UN,1,42,42,Peabiru,358.0
3098,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21,und,1,"18,9","18,9",Manioca,248.0
3099,Venda de mercadorias,,Chocolate  63% Cacau - 80g - Nakau,und,1,19,19,Nakau,287.0
3100,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,18,18,Café Apuí,20.0
3101,Venda de mercadorias,,Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21,Un,1,"13,5","13,5",Floresta em Pé,175.0
3102,Venda de mercadorias,,Geleia Tucupi -150g - Deveras,UN,1,"21,9","21,9",De Veras,154.0
3103,Venda de mercadorias,,Cupulate 50g - Deveras,UN,1,16,16,De Veras,144.0
3104,Venda de mercadorias,,Geleia Camu-camu -150g - Deveras,UN,1,"17,9","17,9",De Veras,149.0
3105,Venda de mercadorias,,Geleia Tucupi -150g - Deveras,UN,1,"21,9","21,9",De Veras,154.0
3106,Venda de mercadorias,,Cupulate 50g - Deveras,UN,1,16,16,De Veras,144.0
3107,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,18,18,Café Apuí,20.0
3108,Venda de mercadorias,,Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21,Un,1,"13,5","13,5",Floresta em Pé,175.0
3109,Venda de mercadorias,,Guarana em po Organico -  125g - DAmazonia Origens,un,1,"22,5","22,5",Damazonia Origens,40.0
3110,Venda de mercadorias,,Geleia Camu-camu -150g - Deveras,UN,1,"17,9","17,9",De Veras,149.0
3111,Venda de mercadorias,,Molho de Pimenta Cumari com Chicoria - 60 ml - Manioca,UN,1,"18,9","18,9",Manioca,255.0
3112,Venda de mercadorias,,Oleo de Andiroba - 30ml- Inatu,UN,10,32,320,Inatú,191.0
3113,Venda de mercadorias,,Mel de Abelha sem Ferrao - 150g - Peabiru :Barreirinha,UN,1,42,42,Peabiru,359.0
3114,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,15,15,Nakau,296.0
3115,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,18,18,Café Apuí,20.0
3116,Venda de mercadorias,,PULSEIRAS DE ACAI,UN,1,2,2,DaTribu,71.0
3117,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,9,9,Nakau,296.0
3118,Venda de mercadorias,,Mel de Abelha sem Ferrao - 150g - Peabiru :Barreirinha,UN,1,42,42,Peabiru,359.0
3119,Venda de mercadorias,,PULSEIRAS DE ACAI,UN,1,2,2,DaTribu,71.0
3120,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,9,9,Nakau,296.0
3121,Venda de mercadorias,,Mel de Abelha sem Ferrao - 150g - Peabiru :Almerim,UN,1,42,42,Peabiru,358.0
3122,Venda de mercadorias,,PULSEIRAS DE ACAI,UN,1,2,2,DaTribu,71.0
3123,Venda de mercadorias,,Oleo Lidimo de Cafe Verde Inatu 30 ml,UN,1,"119,95","119,95",Inatú,201.0
3124,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,9,9,Nakau,296.0
3125,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21,und,1,"18,9","18,9",Manioca,248.0
3126,Venda de mercadorias,,PULSEIRAS DE ACAI,UN,1,2,2,DaTribu,71.0
3127,Venda de mercadorias,,AMENDOA DE CACAU PREMIUM C/ ACUCAR MASCAVO 120G,UN,1,17,17,Cacau Way,14.0
3128,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,9,9,Nakau,296.0
3129,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21,und,1,"18,9","18,9",Manioca,248.0
3130,Venda de mercadorias,,PULSEIRAS DE ACAI,UN,1,2,2,DaTribu,71.0
3131,Venda de mercadorias,,AMENDOA DE CACAU PREMIUM C/ ACUCAR MASCAVO 120G,UN,1,17,17,Cacau Way,14.0
3132,Venda de mercadorias,,Mel de Abelha sem ferrao - 150 ml - Lote:005 Val:23/07/21,UN,4,10,40,Peabiru,357.0
3133,Venda de mercadorias,,Geleia de Pimenta - 130g - Manioca,und,3,10,30,Manioca,238.0
3134,Venda de mercadorias,,Molho de Pimenta Cumari com Chicoria - 60 ml - Manioca,UN,1,10,10,Manioca,255.0
3135,Venda de mercadorias,,AMENDOA CACAU FINO C ACUCAR MASCAVO - 50G - Cacau Way  Val 05/07/21,UN,2,5,10,Cacau Way,8.0
3136,Venda de mercadorias,,Cupulate 50g - Deveras,UN,1,9,9,De Veras,144.0
3137,Venda de mercadorias,,Geleia Tucupi -150g - Deveras,UN,1,10,10,De Veras,154.0
3138,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,9,9,Nakau,296.0
3139,Venda de mercadorias,,Mel de Abelha sem Ferrao - 150g - Peabiru :Barreirinha,UN,1,42,42,Peabiru,359.0
3140,Venda de mercadorias,,PULSEIRAS DE ACAI,UN,1,2,2,DaTribu,71.0
3141,Venda de mercadorias,,Everyday Libbido - 150 g - Terramazonia,UN,1,"73,9","73,9",Terramazonia,484.0
3142,Venda de mercadorias,,Molho de Pimenta com Tucupi Preto - 60 ml - Manioca,UN,2,18,36,Manioca,254.0
3143,Venda de mercadorias,,Cupulate 50g - Deveras,UN,1,16,16,De Veras,144.0
3144,Venda de mercadorias,,Geleia Vitoria-regia - 150g - Deveras,UN,1,"22,9","22,9",De Veras,155.0
3145,Venda de mercadorias,,Molho de Tucupi Preto - 150g - Manioca,UN,1,29,29,Manioca,257.0
3146,Venda de mercadorias,,Farinha de Mandioca Cruzeiro do Sul - 1 kg - Naturus,Kg,1,5,5,Naturus,322.0
3147,Venda de mercadorias,,Pimenta Murupi Lote: 278 Val 09/21,UN,2,"16,5",33,Manioca,264.0
3148,Venda de mercadorias,,Cafe de Acai - 100g - Deveras,UN,7,"15,9","111,3",De Veras,138.0
3149,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,9,9,Nakau,296.0
3150,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21,und,1,"18,9","18,9",Manioca,248.0
3151,Venda de mercadorias,,PULSEIRAS DE ACAI,UN,1,2,2,DaTribu,71.0
3152,Venda de mercadorias,,Amendoa de Cacau Amazonico com Acucar mascavo - 120g - Cacauway,UN,1,17,17,Cacau Way,12.0
3153,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,9,9,Nakau,296.0
3154,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21,und,1,"18,9","18,9",Manioca,248.0
3155,Venda de mercadorias,,PULSEIRAS DE ACAI,UN,1,2,2,DaTribu,71.0
3156,Venda de mercadorias,,Amendoa de Cacau Amazonico com Acucar mascavo - 120g - Cacauway,UN,1,15,15,Cacau Way,12.0
3157,Venda de mercadorias,,Farinha de Mandioca Cruzeiro do Sul - 1 kg - Naturus,Kg,5,18,90,Naturus,322.0
3158,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,18,18,Café Apuí,20.0
3159,Venda de mercadorias,,Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21,Un,1,"13,5","13,5",Floresta em Pé,175.0
3160,Venda de mercadorias,,Cupulate 50g - Deveras,UN,1,"18,9","18,9",De Veras,144.0
3161,Venda de mercadorias,,Geleia Camu-camu -150g - Deveras,UN,1,"17,9","17,9",De Veras,149.0
3162,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,18,18,Café Apuí,20.0
3163,Venda de mercadorias,,Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21,Un,1,"13,5","13,5",Floresta em Pé,175.0
3164,Venda de mercadorias,,Geleia Tucupi -150g - Deveras,UN,1,"21,9","21,9",De Veras,154.0
3165,Venda de mercadorias,,Cupulate 50g - Deveras,UN,1,"18,9","18,9",De Veras,144.0
3166,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,15,15,Nakau,296.0
3167,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,18,18,Café Apuí,20.0
3168,Venda de mercadorias,,PULSEIRAS DE ACAI,UN,1,2,2,DaTribu,71.0
3169,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,2,9,18,Nakau,296.0
3170,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,12,12,Café Apuí,20.0
3171,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21,und,1,"9,9","9,9",Manioca,248.0
3172,Venda de mercadorias,,PULSEIRAS DE ACAI,UN,2,2,4,DaTribu,71.0
3173,Venda de mercadorias,,Amendoa de Cacau Amazonico com Acucar mascavo - 120g - Cacauway,UN,1,14,14,Cacau Way,12.0
3174,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,15,15,Nakau,296.0
3175,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,18,18,Café Apuí,20.0
3176,Venda de mercadorias,,PULSEIRAS DE ACAI,UN,1,2,2,DaTribu,71.0
3177,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,15,15,Nakau,296.0
3178,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,18,18,Café Apuí,20.0
3179,Venda de mercadorias,,PULSEIRAS DE ACAI,UN,1,2,2,DaTribu,71.0
3180,Venda de mercadorias,,Geleia de Cacau com Cumaru - 130g  Lote 68035 Val 03/08/21,UN,2,"18,8","37,6",Manioca,226.0
3181,Venda de mercadorias,,Amostra oleo de Buriti 30 ml,UN,1,1,1,Oleicos,333.0
3182,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21,und,1,"18,9","18,9",Manioca,248.0
3183,Venda de mercadorias,,Molho de Pimenta Cumari com Chicoria - 60 ml - Manioca,UN,1,18,18,Manioca,255.0
3184,Venda de mercadorias,,Molho de Pimenta com Tucupi Preto - 60 ml - Manioca,UN,1,18,18,Manioca,254.0
3185,Venda de mercadorias,,Amendoa de Cacau Amazonico com Acucar mascavo - 120g - Cacauway,UN,1,"18,9","18,9",Cacau Way,12.0
3186,Venda de mercadorias,,Oleo de Copaiba Inatu 30ml,UN,1,38,38,Inatú,194.0
3187,Venda de mercadorias,,Oleo Lidimo de Cafe Verde Inatu 30 ml,UN,1,"119,95","119,95",Inatú,201.0
3188,Venda de mercadorias,,Oleo Essencial de Breu Branco Inatu 10ml,UN,1,"86,25","86,25",Inatú,198.0
3189,Venda de mercadorias,,Oleo de Andiroba - 30ml- Inatu,UN,1,32,32,Inatú,191.0
3190,Venda de mercadorias,,Geleia Vitoria-regia - 150g - Deveras,UN,1,"22,9","22,9",De Veras,155.0
3191,Venda de mercadorias,,"Kit Mini Geleias - Deveras Kit:1 Flor de jambu, pupunha e tucupi",UN,1,55,55,De Veras,156.0
3192,Venda de mercadorias,,"Kit Mini Geleias - Deveras Kit:2 Cupuacu e Pimenta, Pajura e Acai",UN,1,55,55,De Veras,157.0
3193,Venda de mercadorias,,GELEIA CACAU E CUMARU 500G,UN,2,51,102,Manioca,220.0
3194,Venda de mercadorias,,Geleia de Tapereba 500g,UN,2,51,102,Manioca,244.0
3195,Venda de mercadorias,,Doce de Garfo de Cupuacu 500g,UN,2,51,102,Manioca,214.0
3196,Venda de mercadorias,,Farinha de Mandioca Cruzeiro do Sul - 1 kg - Naturus,Kg,1,12,12,Naturus,322.0
3197,Venda de mercadorias,,Farinha de Mandioca Cruzeiro do Sul - 1 kg - Naturus,Kg,5,"14,9","74,5",Naturus,322.0
3198,Venda de mercadorias,,Farinha de Cara Roxo - 200g - Terramazonia Superplants  Lote 250 Val 06/22,UN,1,"28,8","28,8",Terramazonia,492.0
3199,Venda de mercadorias,,Guarana em po Organico -  125g - DAmazonia Origens,un,1,"20,25","20,25",Damazonia Origens,40.0
3200,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,"19,9","19,9",Café Apuí,20.0
3201,Venda de mercadorias,,Amendoa de Cacau Amazonico com Acucar mascavo - 120g - Cacauway,UN,1,"19,9","19,9",Cacau Way,12.0
3202,Venda de mercadorias,,Farinha de Mandioca Cruzeiro do Sul - 1 kg - Naturus,Kg,30,8,240,Naturus,322.0
3203,Venda de mercadorias,,Amendoa de Cacau Amazonico com Acucar mascavo - 120g - Cacauway,UN,1,"19,9","19,9",Cacau Way,12.0
3204,Venda de mercadorias,,Geleia Tucupi -150g - Deveras,UN,1,"21,9","21,9",De Veras,154.0
3205,Venda de mercadorias,,Molho de Pimenta com Tucupi Preto - 60 ml - Manioca,UN,1,18,18,Manioca,254.0
3206,Venda de mercadorias,,Cupulate 50g - Deveras,UN,1,16,16,De Veras,144.0
3207,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,18,18,Café Apuí,20.0
3208,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,15,15,Nakau,296.0
3209,Venda de mercadorias,,Geleia Camu-camu -150g - Deveras,UN,1,"18,8","18,8",De Veras,149.0
3210,Venda de mercadorias,,Amendoa de Cacau Amazonico com Acucar mascavo - 120g - Cacauway,UN,1,"19,9","19,9",Cacau Way,12.0
3211,Venda de mercadorias,,Geleia Tucupi -150g - Deveras,UN,1,"21,9","21,9",De Veras,154.0
3212,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,18,18,Café Apuí,20.0
3213,Venda de mercadorias,,Cupulate 50g - Deveras,UN,1,16,16,De Veras,144.0
3214,Venda de mercadorias,,Molho de Pimenta com Tucupi Preto - 60 ml - Manioca,UN,1,18,18,Manioca,254.0
3215,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,15,15,Nakau,296.0
3216,Venda de mercadorias,,Geleia Camu-camu -150g - Deveras,UN,1,"18,8","18,8",De Veras,149.0
3217,Venda de mercadorias,,Amendoa de Cacau Amazonico com Acucar mascavo - 120g - Cacauway,UN,1,"19,9","19,9",Cacau Way,12.0
3218,Venda de mercadorias,,Geleia Tucupi -150g - Deveras,UN,1,"21,9","21,9",De Veras,154.0
3219,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21,und,1,"18,9","18,9",Manioca,248.0
3220,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,18,18,Café Apuí,20.0
3221,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,15,15,Nakau,296.0
3222,Venda de mercadorias,,Geleia de Priprioca 130g - Manioca,und,1,"18,8","18,8",Manioca,241.0
3223,Venda de mercadorias,,Amendoa de Cacau Amazonico com Acucar mascavo - 120g - Cacauway,UN,1,"19,9","19,9",Cacau Way,12.0
3224,Venda de mercadorias,,Geleia Tucupi -150g - Deveras,UN,1,"21,9","21,9",De Veras,154.0
3225,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21,und,1,"18,9","18,9",Manioca,248.0
3226,Venda de mercadorias,,Chocolate 63% Cacau com Cafe Apui 80g - Nakau,und,1,19,19,Nakau,291.0
3227,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,18,18,Café Apuí,20.0
3228,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,15,15,Nakau,296.0
3229,Venda de mercadorias,,Geleia de Pimenta - 130g - Manioca,und,1,"18,8","18,8",Manioca,238.0
3230,Venda de mercadorias,,Amendoa de Cacau Amazonico com Acucar mascavo - 120g - Cacauway,UN,1,"19,9","19,9",Cacau Way,12.0
3231,Venda de mercadorias,,Geleia Tucupi -150g - Deveras,UN,1,"21,9","21,9",De Veras,154.0
3232,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21,und,1,"18,9","18,9",Manioca,248.0
3233,Venda de mercadorias,,Chocolate 63% Cacau com Cafe Apui 80g - Nakau,und,1,19,19,Nakau,291.0
3234,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,18,18,Café Apuí,20.0
3235,Venda de mercadorias,,Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21,Un,1,"13,5","13,5",Floresta em Pé,175.0
3236,Venda de mercadorias,,Geleia de Cacau com Cumaru - 130g  Lote 68035 Val 03/08/21,UN,1,"18,8","18,8",Manioca,226.0
3237,Venda de mercadorias,,Farinha de Mandioca Cruzeiro do Sul - 1 kg - Naturus,Kg,5,"14,9","74,5",Naturus,322.0
3238,Venda de mercadorias,,Farinha de Mandioca Cruzeiro do Sul - 1 kg - Naturus,Kg,4,"14,9","59,6",Naturus,322.0
3239,Venda de mercadorias,,Guarana em po Organico -  125g - DAmazonia Origens,un,1,"22,5","22,5",Damazonia Origens,40.0
3240,Venda de mercadorias,,Guarana em po Organico -  125g - DAmazonia Origens,un,1,"22,5","22,5",Damazonia Origens,40.0
3241,Venda de mercadorias,,Guarana em po Organico -  125g - DAmazonia Origens,un,1,"22,5","22,5",Damazonia Origens,40.0
3242,Venda de mercadorias,,Cachaca de Jambu Tradicional  - 750ml - Genuina,UN,1,65,65,Genuina,181.0
3243,Venda de mercadorias,,Cachaca de Jambu Tradicional  - 750ml - Genuina,UN,1,65,65,Genuina,181.0
3244,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,4,"19,9","79,6",Café Apuí,20.0
3245,Exportacao,,Oleo de Copaiba - 1 litro - Inatu,L,10,200,2000,Inatú,193.0
3246,Venda de mercadorias,,Amendoa de Cacau Amazonico com Acucar mascavo - 120g - Cacauway,UN,1,"19,9","19,9",Cacau Way,12.0
3247,Venda de mercadorias,,Geleia Tucupi -150g - Deveras,UN,1,"21,9","21,9",De Veras,154.0
3248,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21,und,1,"18,9","18,9",Manioca,248.0
3249,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,18,18,Café Apuí,20.0
3250,Venda de mercadorias,,Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21,Un,1,"13,5","13,5",Floresta em Pé,175.0
3251,Venda de mercadorias,,Chocolate Nakau 63% Cacau 80g,und,1,19,19,Nakau,300.0
3252,Venda de mercadorias,,Oleo de Copaiba Inatu 30ml,UN,1,38,38,Inatú,194.0
3253,Venda de mercadorias,,Oleo de Andiroba - 30ml- Inatu,UN,1,32,32,Inatú,191.0
3254,Venda de mercadorias,,Oleo Lidimo de Cafe Verde Inatu 30 ml,UN,1,"119,95","119,95",Inatú,201.0
3255,Venda de mercadorias,,Oleo Essencial de Breu Branco Inatu 10ml,UN,1,"86,25","86,25",Inatú,198.0
3256,Venda de mercadorias,,Everyday Libbido - 150 g - Terramazonia,UN,1,"73,9","73,9",Terramazonia,484.0
3257,Venda de mercadorias,,Farinha de Mandioca Cruzeiro do Sul - 1 kg - Naturus,Kg,3,"14,9","44,7",Naturus,322.0
3258,Venda de mercadorias,,Cachaca de Jambu Tradicional  - 750ml - Genuina,UN,3,65,195,Genuina,181.0
3259,Venda de mercadorias,,Cachaca de Jambu Tradicional  - 750ml - Genuina,UN,3,65,195,Genuina,181.0
3260,Venda de mercadorias,,Cachaca de Jambu Tradicional  - 750ml - Genuina,UN,1,65,65,Genuina,181.0
3261,Venda de mercadorias,,Farinha de Mandioca Cruzeiro do Sul - 1 kg - Naturus,Kg,1,"14,9","14,9",Naturus,322.0
3262,Venda de mercadorias,,Everyday Libbido - 150 g - Terramazonia,UN,1,"73,9","73,9",Terramazonia,484.0
3263,Venda de mercadorias,,Oleo de Andiroba - 30ml- Inatu,UN,1,32,32,Inatú,191.0
3264,Venda de mercadorias,,Acai em po -  200g - Terramazonia,UN,1,36,36,Terramazonia,470.0
3265,Venda de mercadorias,,Farinha de Mandioca Cruzeiro do Sul - 1 kg - Naturus,Kg,7,"14,9","104,3",Naturus,322.0
3266,Venda de mercadorias,,Cachaca de Jambu Tradicional  - 750ml - Genuina,UN,1,65,65,Genuina,181.0
3267,Venda de mercadorias,,Tucupi amarelo - 300 ml - Manioca,UN,1,"19,9","19,9",Manioca,269.0
3268,Venda de mercadorias,,Oleo de Andiroba - 30ml- Inatu,UN,1,32,32,Inatú,191.0
3269,Venda de mercadorias,,Feijao Manteiguinha - 500g - Manioca,UN,1,"18,5","18,5",Manioca,217.0
3270,Venda de mercadorias,,Geleia de Priprioca 130g - Manioca,und,1,5,5,Manioca,241.0
3271,Venda de mercadorias,,TABLETE ARTESANAL CHOCOLATE PREMIUM AMARGO 65% 20G,UN,1,5,5,Cacau Way,16.0
3272,Venda de mercadorias,,Chocolate 63% Cacau com Cafe Apui 80g - Nakau,und,1,5,5,Nakau,291.0
3273,Venda de mercadorias,,Amostra oleo de Pataua 30 ml,UN,1,1,1,Oleicos,334.0
3274,Venda de mercadorias,,Amendoa de Cacau Amazonico com Acucar mascavo - 120g - Cacauway,UN,1,"19,9","19,9",Cacau Way,12.0
3275,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 280920 Val 28/09/21,und,1,"18,9","18,9",Manioca,248.0
3276,Venda de mercadorias,,Chocolate 63% Cacau com Cafe Apui 80g - Nakau,und,1,19,19,Nakau,291.0
3277,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,18,18,Café Apuí,20.0
3278,Venda de mercadorias,,Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21,Un,1,"13,5","13,5",Floresta em Pé,175.0
3279,Venda de mercadorias,,Geleia de Cacau com Cumaru - 130g  Lote 68035 Val 03/08/21,UN,1,"18,8","18,8",Manioca,226.0
3280,Venda de mercadorias,,Geleia Camu-camu -150g - Deveras,UN,1,"21,9","21,9",De Veras,149.0
3281,Venda de mercadorias,,Geleia Camu-camu -150g - Deveras,UN,1,"21,9","21,9",De Veras,149.0
3282,Venda de mercadorias,,Amendoa de Cacau Amazonico com Acucar mascavo - 120g - Cacauway,UN,1,"19,9","19,9",Cacau Way,12.0
3283,Venda de mercadorias,,Geleia Vitoria-regia - 150g - Deveras,UN,1,"22,9","22,9",De Veras,155.0
3284,Venda de mercadorias,,Chocolate  63% Cacau - 80g - Nakau,und,1,19,19,Nakau,287.0
