,ns1:natOp,Marca_x,Produto,ns1:uCom,Quantitade,Valor Unitario,ns1:vProd,Marca_y,Index
604,Venda de mercadorias,,KIT 6 Geleias 40g,UN,1,80,80,,
605,Venda de mercadorias,,Geleia de Cacau com Cumaru - 130g,UN,1,"18,8","18,8",Manioca,225.0
606,Venda de mercadorias,,Feijao Manteiguinha 500g,UN,1,22,22,Manioca,218.0
607,Venda de mercadorias,,Molho de Tucupi Preto 150ml,UN,1,25,25,Manioca,258.0
608,Venda de mercadorias,,Tucupi Amarelo 1L  - Manioca,und,1,35,35,Manioca,272.0
609,Venda de mercadorias,,Geleia de Jambu 130g,UN,1,"18,8","18,8",Manioca,229.0
610,Venda de mercadorias,,GELEIA DE UMBU ORGANICO 240G,UN,1,12,12,Coopercuc,33.0
611,Venda de mercadorias,,Geleia de Tapereba 130g,UN,1,25,25,Manioca,243.0
612,Venda de mercadorias,,Doce em corte de Umbu Organico,und,1,12,12,Coopercuc,27.0
613,Venda de mercadorias,,OLEO DE CASTANHA SIMBIOZE,UN,6,"24,34","146,04",Simbioze Amazonica,449.0
614,Venda de mercadorias,,Oleo de Copaiba - Simbioze,UN,6,"26,45","158,7",Simbioze Amazonica,451.0
615,Venda de mercadorias,,Oleo de Pracaxi - Simbioze,UN,6,"31,92","191,52",Simbioze Amazonica,457.0
616,Venda de mercadorias,,Argila Branca da Amazonia + Cupuacu Bio 50 g  - Simbioze,UN,6,"24,75","148,5",Simbioze Amazonica,423.0
617,Venda de mercadorias,,Argila Branca da Amazonia Bio 50 g  - Simbioze,UN,6,"24,75","148,5",Simbioze Amazonica,429.0
618,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 150G,UN,1,40,40,Peabiru,363.0
619,Venda de mercadorias,,Chocolate Nakau 63% Cacau com Cafe Apui 40g,UN,3,10,30,Nakau,304.0
620,Venda de mercadorias,,Chocolate Nakau 72% Cacau 5g,UN,1,3,3,Nakau,310.0
621,Venda de mercadorias,,Chocolate Nakau 72% Cacau com Pimenta Baniwa 40g,UN,1,10,10,Nakau,315.0
622,Venda de mercadorias,,Cafe Apui Organico,UN,1,20,20,Café Apuí,17.0
623,Venda de mercadorias,,Chocolate Nakau 54% Cacau ao Leite de Coco 5g,UN,1,3,3,Nakau,298.0
624,Venda de mercadorias,,Farinha da Casca de Maracuja - 200g -  Terramazonia Superplants,UN,1,16,16,Terramazonia,487.0
625,Venda de mercadorias,,Camu Camu em po 200g,UN,1,"37,5","37,5",Terramazonia,476.0
626,Venda de mercadorias,,Chocolate Nakau 63% Cacau 40g,UN,1,15,15,Nakau,299.0
627,Venda de mercadorias,,Chocolate Nakau 81% Cacau 40g,UN,1,15,15,Nakau,317.0
628,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,80.0
629,Venda de mercadorias,,CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,114.0
630,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,106.0
631,Venda de mercadorias,,DOCE DE UMBU E GOIABA 230G,UN,1,8,8,Coopercuc,25.0
632,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
633,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 300G,UN,1,53,53,Peabiru,372.0
634,Venda de mercadorias,,MINI KIT FRUTAS DA CAATINGA ORG. 146G,UN,1,12,12,Coopercuc,36.0
635,Venda de mercadorias,,Feijao Manteiguinha 500g,UN,1,22,22,Manioca,218.0
636,Venda de mercadorias,,Chocolate Nakau 81% Cacau 40g,UN,4,14,56,Nakau,317.0
637,Venda de mercadorias,,Chocolate Nakau 72% Cacau 40g,UN,2,14,28,Nakau,309.0
638,Venda de mercadorias,,Chocolate Nakau 63% Cacau ao Leite de Coco com Cafe Apui 5g,UN,1,3,3,Nakau,302.0
639,Venda de mercadorias,,Chocolate Nakau 81% Cacau 40g,UN,2,14,28,Nakau,317.0
640,Venda de mercadorias,,Chocolate Nakau 72% Cacau 40g,UN,1,14,14,Nakau,309.0
641,Venda de mercadorias,,Doce em corte de Umbu Organico,und,1,12,12,Coopercuc,27.0
642,Venda de mercadorias,,Granola Tapioca 200g - Manioca,und,1,"18,9","18,9",Manioca,247.0
643,Venda de mercadorias,,FARINHA DE MANDIOCA PREMIUM NATURUS 500GR,Kg,4,21,84,Naturus,327.0
644,Venda de mercadorias,,CUPULATE KUNKUNI - 70% CUPUACU - De Mendes,UN,2,"18,75","37,5",De Mendes,123.0
645,Venda de mercadorias,,Tucupi Amarelo 1L  - Manioca,und,1,35,35,Manioca,272.0
646,Venda de mercadorias,,Molho de Tucupi Preto 150ml,UN,1,25,25,Manioca,258.0
647,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
648,Venda de mercadorias,,Granola Tapioca 200g - Manioca,und,1,"18,9","18,9",Manioca,247.0
649,Venda de mercadorias,,COMPOTA ORGANICA DE UMBU 630G,UN,3,"12,5","37,5",Coopercuc,23.0
650,Venda de mercadorias,,GELEIA DE UMBU ORGANICO 240G,UN,1,12,12,Coopercuc,33.0
651,Venda de mercadorias,,Cafe Apui Organico,UN,10,20,200,Café Apuí,17.0
652,Venda de mercadorias,,ACUCAR GRAMIXO NATURUS 1KG,Kg,1,24,24,Naturus,321.0
653,Venda de mercadorias,,Geleia de Cacau com Cumaru - 130g,UN,1,"18,8","18,8",Manioca,225.0
654,Venda de mercadorias,,Kit Doces Frutas do Brasil,UN,1,30,30,Coopercuc,35.0
655,Venda de mercadorias,,Doce em corte de Umbu Organico,und,1,12,12,Coopercuc,27.0
656,Venda de mercadorias,,Tucupi Amarelo 1L  - Manioca,und,3,35,105,Manioca,272.0
657,Venda de mercadorias,,Geleia de Jambu 130g,UN,2,"18,8","37,6",Manioca,229.0
658,Venda de mercadorias,,Argila Branca da Amazonia + Cupuacu Bio 50 g  - Simbioze,UN,1,27,27,Simbioze Amazonica,423.0
659,Venda de mercadorias,,Nibs Nakau de Cacau Cru 100g,und,2,12,24,Nakau,320.0
660,Venda de mercadorias,,Farinha Tapioca 150g,UN,1,"7,56","7,56",Manioca,216.0
661,Venda de mercadorias,,KIT 6 Geleias 40g,UN,2,45,90,,
662,Venda de mercadorias,,Doce de garfo de Cupuacu 130G,UN,1,"11,9","11,9",,
663,Venda de mercadorias,,Doce em massa de Umbu com Goiaba,UN,1,"12,5","12,5",Coopercuc,29.0
664,Venda de mercadorias,,Doce em corte de Umbu Organico,und,1,12,12,Coopercuc,27.0
665,Venda de mercadorias,,Doce Organico de Umbu cremoso,und,1,20,20,Coopercuc,30.0
666,Venda de mercadorias,,Kit Doces Caatinga Organico,UN,1,30,30,Coopercuc,34.0
667,Venda de mercadorias,,GELEIA DE UMBU ORGANICO 240G,UN,1,12,12,Coopercuc,33.0
668,Venda de mercadorias,,Camu Camu em po 200g,UN,2,"37,5",75,Terramazonia,476.0
669,Venda de mercadorias,,Castanha do Brasil Beneficiada 125g,und,1,20,20,Floresta em Pé,178.0
670,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,106.0
671,Venda de mercadorias,,Argila Verde - Simbioze - 50g,UN,1,"22,59","22,59",Simbioze Amazonica,441.0
672,Venda de mercadorias,,Gengibre em Po 200g,UN,1,24,24,Terramazonia,512.0
673,Venda de mercadorias,,Cupuacu em po 200g,UN,1,27,27,Terramazonia,477.0
674,Venda de mercadorias,,Farinha de Cubiu  - 200g - Terramazonia Superplants,UN,1,27,27,Terramazonia,493.0
675,Venda de mercadorias,,Camu Camu em po 200g,UN,1,27,27,Terramazonia,476.0
676,Venda de mercadorias,,Farinha da Casca de Maracuja - 200g -  Terramazonia Superplants,UN,1,28,28,Terramazonia,487.0
677,Venda de mercadorias,,Gengibre em Po 200g,UN,1,20,20,Terramazonia,512.0
678,Venda de mercadorias,,AMBURANA 100g,un,1,1,1,Manioca,209.0
679,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,72.0
680,Venda de mercadorias,,CHOCOLATE XIBA - 81% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,118.0
681,Venda de mercadorias,,CUPULATE KUNKUNI - 70% CUPUACU - De Mendes,UN,1,"18,75","18,75",De Mendes,123.0
682,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
683,Venda de mercadorias,,Feijao Manteiguinha 500g,UN,2,22,44,Manioca,218.0
684,Venda de mercadorias,,Argila Verde - Simbioze - 50g,UN,1,"22,59","22,59",Simbioze Amazonica,441.0
685,Venda de mercadorias,,Argila Branca da Amazonia + Cupuacu Bio 50 g  - Simbioze,UN,1,33,33,Simbioze Amazonica,423.0
686,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes,UN,2,"18,75","37,5",De Mendes,80.0
687,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes,UN,2,"18,75","37,5",De Mendes,72.0
688,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes,UN,2,"18,75","37,5",De Mendes,106.0
689,Venda de mercadorias,,CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes,UN,2,"18,75","37,5",De Mendes,114.0
690,Venda de mercadorias,,CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes,UN,2,"18,75","37,5",De Mendes,99.0
691,Venda de mercadorias,,Argila Branca da Amazonia Bio 50 g  - Simbioze,UN,1,33,33,Simbioze Amazonica,429.0
692,Venda de mercadorias,,Argila Branca da Amazonica + Guarana+ Acai - Simbioze - 50g,UN,1,"24,99","24,99",Simbioze Amazonica,433.0
693,Venda de mercadorias,,Guarana Organico em Capsulas vegetais,UN,1,55,55,Damazonia Origens,41.0
694,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 300G,UN,50,42,2100,Peabiru,372.0
695,Venda de mercadorias,,OLEO DE CASTANHA SIMBIOZE,UN,6,"22,34","134,04",Simbioze Amazonica,449.0
696,Venda de mercadorias,,Argila Branca da Amazonia Bio 50 g  - Simbioze,UN,6,"24,75","148,5",Simbioze Amazonica,429.0
697,Venda de mercadorias,,Oleo de Pracaxi - Simbioze,UN,6,"31,92","191,52",Simbioze Amazonica,457.0
698,Venda de mercadorias,,Oleo de Pataua - Simbioze,UN,6,"37,95","227,7",Simbioze Amazonica,454.0
699,Venda de mercadorias,,Granola Tapioca 200g - Manioca,und,1,10,10,Manioca,247.0
700,Venda de mercadorias,,FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG,Kg,1,18,18,Naturus,323.0
701,Venda de mercadorias,,Acai em po 200g,UN,1,25,25,Terramazonia,472.0
702,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
703,Venda de mercadorias,,Argila Branca da Amazonia Bio 50 g  - Simbioze,UN,1,33,33,Simbioze Amazonica,429.0
704,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
705,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
706,Venda de mercadorias,,Hidrolato de Breu 1 litro - (Protium Sp.),kg,1,70,70,Inatú,182.0
707,Venda de mercadorias,,Argila Branca da Amazonia + Guarana+ Acai Bio 50g - Simbioze,UN,1,33,33,Simbioze Amazonica,427.0
708,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
709,Venda de mercadorias,,Argila Branca da Amazonia + Cupuacu Bio 50 g  - Simbioze,UN,1,33,33,Simbioze Amazonica,423.0
710,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
711,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
712,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
713,Venda de mercadorias,,Gengibre em Po 200g,UN,1,24,24,Terramazonia,512.0
714,Venda de mercadorias,,Feijao Manteiguinha 500g,UN,1,22,22,Manioca,218.0
715,Venda de mercadorias,,Geleia de Jambu 130g,UN,1,"18,8","18,8",Manioca,229.0
716,Venda de mercadorias,,Molho de Tucupi Preto 150ml,UN,1,25,25,Manioca,258.0
717,Venda de mercadorias,,Doce de garfo de Cupuacu 130G,UN,1,25,25,,
718,Venda de mercadorias,,FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG,Kg,1,18,18,Naturus,323.0
719,Venda de mercadorias,,Argila Branca da Amazonia + Cupuacu Bio 50 g  - Simbioze,UN,1,33,33,Simbioze Amazonica,423.0
720,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
721,Venda de mercadorias,,Oleo de Copaiba - Simbioze,UN,1,35,35,Simbioze Amazonica,451.0
722,Venda de mercadorias,,Tucupi Amarelo 1L  - Manioca,und,1,35,35,Manioca,272.0
723,Venda de mercadorias,,CUPULATE KUNKUNI - 70% CUPUACU - De Mendes,UN,3,"18,75","56,25",De Mendes,123.0
724,Venda de mercadorias,,Hidrolato de Breu 1 litro - (Protium Sp.),kg,1,150,150,Inatú,182.0
725,Venda de mercadorias,,Farinha de Banana Verde 200g,UN,2,24,48,Terramazonia,489.0
726,Venda de mercadorias,,Argila Branca da Amazonia Bio 50 g  - Simbioze,UN,1,33,33,Simbioze Amazonica,429.0
727,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
728,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
729,Venda de mercadorias,,CHOCOLATE XIBA - 81% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,118.0
730,Venda de mercadorias,,Tucupi Amarelo 1L  - Manioca,und,1,35,35,Manioca,272.0
731,Venda de mercadorias,,Granola Tapioca 200g - Manioca,und,1,"18,9","18,9",Manioca,247.0
732,Venda de mercadorias,,Doce de garfo de Cupuacu 130G,UN,1,1,1,,
733,Venda de mercadorias,,FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG,Kg,2,18,36,Naturus,323.0
734,Venda de mercadorias,,Gengibre em Po 200g,UN,1,24,24,Terramazonia,512.0
735,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
736,Venda de mercadorias,,CERVEJA UMBU BELGIAN PALE ALE 500ML,UN,1,"21,6","21,6",Coopercuc,22.0
737,Venda de mercadorias,,CERVEJA MARATINGA FRUIT BEER 500ML,UN,1,"24,3","24,3",Coopercuc,21.0
738,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 150G,UN,100,35,3500,Peabiru,363.0
739,Venda de mercadorias,,Guarana Organico em Capsulas vegetais,UN,10,40,400,Damazonia Origens,41.0
740,Venda de mercadorias,,Castanha do Brasil Beneficiada 125g,und,24,10,240,Floresta em Pé,178.0
741,Venda de mercadorias,,Granola Tapioca 200g - Manioca,und,24,12,288,Manioca,247.0
742,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 300G,UN,25,42,1050,Peabiru,372.0
743,Venda de mercadorias,,MINI KIT FRUTAS DA CAATINGA ORG. 146G,UN,2,11,22,Coopercuc,36.0
744,Venda de mercadorias,,Kit Doces Frutas do Brasil,UN,2,10,20,Coopercuc,35.0
745,Venda de mercadorias,,KIT 6 Geleias 40g,UN,2,52,104,,
746,Venda de mercadorias,,FARINHA DE MANDIOCA PREMIUM NATURUS 500GR,Kg,9,16,144,Naturus,327.0
747,Venda de mercadorias,,Doce de garfo de Cupuacu 130G,UN,6,15,90,,
748,Venda de mercadorias,,Geleia de Jambu 130g,UN,6,15,90,Manioca,229.0
749,Venda de mercadorias,,Geleia de Tapereba 130g,UN,6,15,90,Manioca,243.0
750,Venda de mercadorias,,Geleia de Muruci 130G,UN,3,15,45,Manioca,236.0
751,Venda de mercadorias,,Geleia de Priprioca 130g,UN,3,15,45,Manioca,240.0
752,Venda de mercadorias,,Geleia de Cacau com Cumaru - 130g,UN,6,15,90,Manioca,225.0
753,Venda de mercadorias,,Geleia de Pimenta 130g,UN,12,15,180,Manioca,239.0
754,Venda de mercadorias,,Cafe Apui Organico,UN,1,20,20,Café Apuí,17.0
755,Venda de mercadorias,,Chocolate ao leite 45% - 50g - Cacau River,UN,1,13,13,Cacau River,1.0
756,Venda de mercadorias,,Chocolate Vegano 71%- 50g - Cacau River,UN,1,13,13,Cacau River,5.0
757,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,2,40,80,Terramazonia,481.0
758,Venda de mercadorias,,Geleia de Cacau com Cumaru - 130g,UN,1,"18,8","18,8",Manioca,225.0
759,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
760,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
761,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
762,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
763,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
764,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
765,Venda de mercadorias,,Cupuacu em po 200g,UN,1,37,37,Terramazonia,477.0
766,Venda de mercadorias,,Argila Branca da Amazonica+ Cupuacu - Simbioze - 50g,UN,1,"24,99","24,99",Simbioze Amazonica,434.0
767,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
768,Venda de mercadorias,,CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,114.0
769,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
770,Venda de mercadorias,,Argila Negra - Simbioze -  50g,UN,1,"22,59","22,59",Simbioze Amazonica,438.0
771,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
772,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
773,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
774,Venda de mercadorias,,Cafe Apui Organico,UN,1,20,20,Café Apuí,17.0
775,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
776,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
777,Venda de mercadorias,,Argila Branca da Amazonica + Guarana+ Acai - Simbioze - 50g,UN,1,"24,99","24,99",Simbioze Amazonica,433.0
778,Venda de mercadorias,,CERVEJA UMBU BELGIAN PALE ALE 500ML,UN,1,20,20,Coopercuc,22.0
779,Venda de mercadorias,,CERVEJA MARATINGA FRUIT BEER 500ML,UN,1,22,22,Coopercuc,21.0
780,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
781,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
782,Venda de mercadorias,,Geleia de Cubiu com Abacaxi - 240g - Terramazonia,UN,1,"20,25","20,25",Terramazonia,505.0
783,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,2,40,80,Terramazonia,481.0
784,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
785,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
786,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,72.0
787,Venda de mercadorias,,Cafe Apui Organico,UN,1,20,20,Café Apuí,17.0
788,Venda de mercadorias,,Molho de Tucupi Preto 150ml,UN,1,25,25,Manioca,258.0
789,Venda de mercadorias,,Geleia de Jambu 130g,UN,1,"18,8","18,8",Manioca,229.0
790,Venda de mercadorias,,Farofa sabor tradicional - 300 g -  Farofa da Amazonia,UN,1,"16,5","16,5",Farofa da Amazonia,168.0
791,Venda de mercadorias,,FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG,Kg,1,18,18,Naturus,323.0
792,Venda de mercadorias,,Farinha Tapioca 150g,UN,1,1,1,Manioca,216.0
793,Venda de mercadorias,,OLEO DE CASTANHA SIMBIOZE,UN,5,"22,34","111,7",Simbioze Amazonica,449.0
794,Venda de mercadorias,,Argila Branca da Amazonia Bio 50 g  - Simbioze,UN,6,"24,75","148,5",Simbioze Amazonica,429.0
795,Venda de mercadorias,,Oleo de Andiroba - 30ml - Simbioze,UN,3,"21,65","64,95",Simbioze Amazonica,446.0
796,Venda de mercadorias,,Oleo de Pracaxi - Simbioze,UN,3,"31,92","95,76",Simbioze Amazonica,457.0
797,Venda de mercadorias,,Argila Branca da Amazonia + Guarana+ Acai Bio 50g - Simbioze,UN,6,"24,75","148,5",Simbioze Amazonica,427.0
798,Venda de mercadorias,,Oleo de Copaiba - Simbioze,UN,5,"26,45","132,25",Simbioze Amazonica,451.0
799,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,36,36,Terramazonia,481.0
800,Venda de mercadorias,,Chocolate Vegano 60% - 50g - Cacau River,UN,1,13,13,Cacau River,3.0
801,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 300G,UN,1,53,53,Peabiru,372.0
802,Venda de mercadorias,,Guarana Organico em Capsulas vegetais,UN,1,55,55,Damazonia Origens,41.0
803,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
804,Venda de mercadorias,,Oleo Essencial de Priprioca - Simbioze - 10 ml,UN,1,128,128,Simbioze Amazonica,466.0
805,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
806,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
807,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,2,40,80,Terramazonia,481.0
808,Venda de mercadorias,,Cafe Apui Organico,UN,2,20,40,Café Apuí,17.0
809,Venda de mercadorias,,Argila Branca da Amazonia Bio 50 g  - Simbioze,UN,1,33,33,Simbioze Amazonica,429.0
810,Venda de mercadorias,,Oleo de Copaiba - Simbioze,UN,1,"35,26","35,26",Simbioze Amazonica,451.0
811,Venda de mercadorias,,Argila Branca da Amazonica - Simbioze - 50g,UN,1,1,1,Simbioze Amazonica,431.0
812,Venda de mercadorias,,OLEO DE CASTANHA SIMBIOZE,UN,1,"29,78","29,78",Simbioze Amazonica,449.0
813,Venda de mercadorias,,Tucupi Amarelo 1L  - Manioca,und,1,35,35,Manioca,272.0
814,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
815,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
816,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
817,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,2,40,80,Terramazonia,481.0
818,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,2,40,80,Terramazonia,481.0
819,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 150G,UN,1,40,40,Peabiru,363.0
820,Venda de mercadorias,,Tucupi Amarelo 1L  - Manioca,und,1,35,35,Manioca,272.0
821,Venda de mercadorias,,Tempero Amazonico - 40g - Terramazonia,UN,1,"13,9","13,9",Terramazonia,535.0
822,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,72.0
823,Venda de mercadorias,,Farinha de Pupunha - 200g - Terramazonia Superplants,UN,1,28,28,Terramazonia,495.0
824,Venda de mercadorias,,FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG,Kg,1,"29,35","29,35",Naturus,323.0
825,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
826,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,2,40,80,Terramazonia,481.0
827,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
828,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
829,Venda de mercadorias,,Gengibre em Po 200g,UN,1,24,24,Terramazonia,512.0
830,Venda de mercadorias,,Tucupi Amarelo 1L  - Manioca,und,1,35,35,Manioca,272.0
831,Venda de mercadorias,,Molho de Tucupi Preto 150ml,UN,2,25,50,Manioca,258.0
832,Venda de mercadorias,,Geleia de Cacau com Cumaru - 130g,UN,1,"18,8","18,8",Manioca,225.0
833,Venda de mercadorias,,FARINHA DE TAPIOCA NATURUS 500GR,Kg,1,30,30,Naturus,329.0
834,Venda de mercadorias,,Castanha do Brasil Beneficiada  - 125g - Floresta em pe,Un,1,"13,5","13,5",Floresta em Pé,177.0
835,Venda de mercadorias,,Tucupi Amarelo 1L  - Manioca,und,2,35,70,Manioca,272.0
836,Venda de mercadorias,,FARINHA DE MANDIOCA PREMIUM NATURUS 500GR,Kg,1,21,21,Naturus,327.0
837,Venda de mercadorias,,CERVEJA MARATINGA FRUIT BEER 500ML,UN,3,"24,3","72,9",Coopercuc,21.0
838,Venda de mercadorias,,Doce Organico de Umbu cremoso,und,1,20,20,Coopercuc,30.0
839,Venda de mercadorias,,Feijao Manteiguinha 500g,UN,1,22,22,Manioca,218.0
840,Venda de mercadorias,,Molho de Tucupi Preto 150ml,UN,1,25,25,Manioca,258.0
841,Venda de mercadorias,,Geleia de Cupuacu com Castanha - 240g - Terramazonia,UN,1,"17,9","17,9",Terramazonia,507.0
842,Venda de mercadorias,,Cafe Apui Organico,UN,3,20,60,Café Apuí,17.0
843,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes,UN,2,"18,75","37,5",De Mendes,106.0
844,Venda de mercadorias,,FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG,Kg,1,18,18,Naturus,323.0
845,Venda de mercadorias,,Farofa sabor tradicional - 300 g -  Farofa da Amazonia,UN,1,"16,5","16,5",Farofa da Amazonia,168.0
846,Venda de mercadorias,,Farofa sabor cacau - 300g - Farofa da Amazonia,UN,1,"18,9","18,9",Farofa da Amazonia,164.0
847,Venda de mercadorias,,Chocolate Vegano 71%- 50g - Cacau River,UN,1,13,13,Cacau River,5.0
848,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,40,40,Terramazonia,481.0
849,Venda de mercadorias,,Doce em corte de Umbu Organico,und,1,12,12,Coopercuc,27.0
